mean_CRS,mean_R_final,pct_reduction_vs_classical,pct_diff_vs_ufmb,mean_ldf_active,disc_correction_pct,ampl_correction_pct,n_neutral,n_disc,n_ampl
15.291750000000002,15.519874999999999,55.31293077695517,-16.379983836206897,1.0444444444444445,-13.688117537928248,21.282155628729708,53,13,14
18.188375,18.358249999999998,56.42126564850615,-1.0870150862068995,1.0777909090909088,-8.190219261220541,26.91389587534895,58,12,10
16.1445,16.153,56.83843471522666,-12.968750000000002,0.9509333333333334,-9.712548272243094,28.87766373569063,56,21,3
18.83625,19.504250000000003,49.861506526223785,5.087553879310366,1.0461921052631578,-12.864049162104555,22.128511188848954,42,19,19
19.20075,19.33175,58.71456525279167,4.158135775862074,1.0424882352941176,-13.817829867543521,24.577440952280405,46,18,16
18.724625,18.811124999999997,57.876660564633966,1.3530441810344735,1.0349249999999999,-11.36006118312405,26.466479954359272,52,17,11
18.72625,18.930374999999998,62.085790965261026,1.9955549568965478,1.0726653846153846,-6.1194807250449275,28.687585715810314,54,16,10
18.43125,18.650875,55.941817580516094,0.4896282327586233,0.9879428571428572,-11.74524985001578,25.09223919816133,45,25,10
19.159,19.672125,48.24469956820432,5.992052801724151,1.0286677419354837,-15.270550965289075,22.218733666105848,49,16,15
18.067875,18.36975,49.584381100060725,-1.025053879310339,1.0215676470588235,-13.348119780694473,21.805544487157224,46,19,15
21.079749999999997,21.101,54.07759647872381,13.690732758620694,1.01795,-17.15794377746081,23.922568167887686,54,14,12
18.70925,19.42275,53.27475461893765,4.648437500000011,1.0636966666666665,-12.543783237042646,22.91741171054923,50,14,16
18.6445,19.056374999999996,53.40255405512799,2.674434267241363,1.0333375,-10.860123222916965,24.08566730447448,48,19,13
20.174124999999997,20.593125,52.280469012501584,10.954337284482769,1.026048275862069,-11.567036242063393,17.765917071045955,51,15,14
18.51875,18.94575,57.84212283044059,2.0783943965517326,1.0418846153846153,-8.50677741986846,28.187308105017202,54,17,9
18.916625,19.9565,48.33720030935809,7.524245689655171,1.0648675675675676,-7.937664213556074,25.385470087269212,43,21,16
18.591124999999998,18.911624999999997,53.21799628942486,1.8945312499999922,1.0111033333333332,-15.277192411944718,19.830331502319147,50,16,14
23.227125,23.432,59.99581724787715,26.25,1.0289913043478258,-10.642106558741181,23.978046417144963,57,14,9
14.553250000000002,15.117,51.00016612036028,-18.550646551724128,1.0619545454545452,-11.263249291955251,22.622184439112807,47,16,17
19.212125,19.21275,50.98991432115378,3.5169719827586263,1.0326033333333333,-11.378624130233055,22.42564688265289,50,17,13
19.021749999999997,19.498124999999998,58.53370656586199,5.054552801724135,1.0503733333333332,-9.588110967570973,21.758971371917053,50,16,14
17.83325,18.274625,57.886140453467846,-1.5375808189655087,1.023173913043478,-14.254875219664852,20.409980585373003,57,12,11
17.11275,17.562124999999998,46.64076504724577,-5.376481681034486,1.0570173913043477,-5.953750210000491,20.863460769497234,57,13,10
20.294625,20.414624999999997,52.341807612844484,9.99259159482758,1.023807142857143,-14.624396194094272,28.652507139197645,52,17,11
16.69125,16.8355,52.56519978164016,-9.291487068965512,1.025104347826087,-12.663613079942845,22.246589640611894,57,13,10
16.577,16.843375,59.537987093906985,-9.24905711206895,0.9924000000000002,-11.122513970234763,19.13443019079597,42,25,13
19.221875,19.127625000000002,55.86484381759973,3.058324353448293,0.9709384615384615,-13.056707060056738,16.307807132705896,54,17,9
18.23925,18.62825,53.19593974950063,0.3677262931034622,1.015992,-12.751830613188782,23.0852932926956,55,15,10
19.0105,19.270249999999997,51.61632519835292,3.8267780172413715,1.022225,-8.543656595659055,17.37206173254891,56,14,10
19.585124999999998,20.04375,48.816736145247475,7.994342672413797,1.0183896551724136,-13.870587798755148,21.203417479462676,51,16,13
20.117124999999998,20.78,57.640247879973906,11.961206896551738,1.0390724137931033,-11.65982357056459,23.08558879420253,51,16,13
19.160874999999997,19.229125000000003,50.39453360549218,3.605199353448301,1.0483130434782608,-11.673916323339391,22.84891696471161,57,12,11
16.1295,16.447499999999998,55.843414936993476,-11.382004310344831,1.0168620689655172,-11.844326852176174,23.81327015494745,51,18,11
18.434874999999998,18.693624999999997,52.34758613657582,0.7199622844827508,1.039208823529412,-14.05868111439466,24.15727475489743,46,18,16
24.837125,25.120624999999997,52.49570968641708,35.348195043103445,1.030981818181818,-15.660357023224739,20.80125795172739,47,16,17
18.953625,19.595499999999998,50.529219078395116,5.5792025862068915,1.0712655172413794,-13.726080715843949,19.87108081689175,51,11,18
